@RELATION 'Shuttle, without duplicates, with normalization, v01'

@ATTRIBUTE 'id' integer
@ATTRIBUTE 'outlier' real
@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real

@DATA
0,0.0,0.2857142857142857,0.4772727272727273,0.3191489361702128,0.020145495243424735,0.28651685393258425,0.08914938382927562,0.4027777777777778,0.6875,0.6804123711340206
1,0.0,0.18571428571428572,0.4715909090909091,0.851063829787234,0.020145495243424735,0.2696629213483146,0.08896904117823866,0.8472222222222222,0.790625,0.6804123711340206
2,0.0,0.014285714285714285,0.4772727272727273,0.10638297872340426,0.020145495243424735,0.20786516853932585,0.08999098286744815,0.5416666666666666,0.746875,0.7010309278350515
3,0.0,0.2714285714285714,0.4772727272727273,0.14893617021276595,0.02182428651371013,0.25842696629213485,0.08842801322512775,0.3055555555555556,0.696875,0.7010309278350515
4,0.0,0.014285714285714285,0.4772727272727273,0.19148936170212766,0.020145495243424735,0.15730337078651685,0.0890892696122633,0.5833333333333334,0.815625,0.7474226804123711
5,0.0,0.02857142857142857,0.4772727272727273,0.10638297872340426,0.019585898153329603,0.2303370786516854,0.08692515779981966,0.5138888888888888,0.721875,0.6855670103092784
6,0.0,0.07142857142857142,0.44886363636363635,0.5531914893617021,0.020145495243424735,0.24719101123595505,0.08842801322512775,0.7638888888888888,0.771875,0.6804123711340206
7,0.0,0.2857142857142857,0.45454545454545453,0.5957446808510638,0.021264689423614997,0.25842696629213485,0.08842801322512775,0.5833333333333334,0.759375,0.7061855670103093
8,0.0,0.6571428571428571,0.48295454545454547,0.3191489361702128,0.020145495243424735,0.016853932584269662,0.08896904117823866,0.041666666666666664,0.996875,1.0
9,0.0,0.2714285714285714,0.4715909090909091,0.19148936170212766,0.020145495243424735,0.11797752808988764,0.08872858431018936,0.3333333333333333,0.8625,0.8350515463917526
10,0.0,0.07142857142857142,0.48295454545454547,0.1276595744680851,0.024622271964185788,0.24719101123595505,0.08920949804628794,0.4861111111111111,0.70625,0.6804123711340206
11,0.0,0.014285714285714285,0.4772727272727273,0.10638297872340426,0.020145495243424735,0.19662921348314608,0.08836789900811542,0.5416666666666666,0.7625,0.7164948453608248
12,0.0,0.21428571428571427,0.4772727272727273,0.3617021276595745,0.020145495243424735,0.2696629213483146,0.08728584310189359,0.5,0.71875,0.6855670103092784
13,0.0,0.07142857142857142,0.5,0.1276595744680851,0.020145495243424735,0.23595505617977527,0.08692515779981966,0.4861111111111111,0.71875,0.6855670103092784
14,0.0,0.11428571428571428,0.4772727272727273,0.2127659574468085,0.02238388360380526,0.25280898876404495,0.08872858431018936,0.5,0.7125,0.6804123711340206
15,0.0,0.014285714285714285,0.4772727272727273,0.1702127659574468,0.020145495243424735,0.16292134831460675,0.08728584310189359,0.5833333333333334,0.803125,0.7422680412371134
16,0.0,0.014285714285714285,0.4772727272727273,0.10638297872340426,0.020145495243424735,0.21348314606741572,0.08890892696122633,0.5416666666666666,0.7375,0.6958762886597938
17,0.0,0.02857142857142857,0.4659090909090909,0.1702127659574468,0.019585898153329603,0.23595505617977527,0.08842801322512775,0.5555555555555556,0.721875,0.6804123711340206
18,0.0,0.07142857142857142,0.4772727272727273,0.1276595744680851,0.020145495243424735,0.23595505617977527,0.08740607153591824,0.5,0.71875,0.6855670103092784
19,0.0,0.14285714285714285,0.4715909090909091,0.14893617021276595,0.019026301063234472,0.25842696629213485,0.08842801322512775,0.4305555555555556,0.696875,0.6804123711340206
20,0.0,0.02857142857142857,0.48295454545454547,0.6808510638297872,0.021264689423614997,0.2247191011235955,0.08842801322512775,0.8888888888888888,0.8125,0.6907216494845361
21,0.0,0.014285714285714285,0.4772727272727273,0.1276595744680851,0.019585898153329603,0.20786516853932585,0.08842801322512775,0.5416666666666666,0.746875,0.7010309278350515
22,0.0,0.2,0.44886363636363635,0.3191489361702128,0.019026301063234472,0.2696629213483146,0.08818755635707845,0.4861111111111111,0.7125,0.6804123711340206
23,0.0,0.07142857142857142,0.5056818181818182,0.1276595744680851,0.020145495243424735,0.24719101123595505,0.08944995491433724,0.4861111111111111,0.70625,0.6804123711340206
24,0.0,0.2714285714285714,0.44886363636363635,0.46808510638297873,0.020145495243424735,0.25842696629213485,0.08842801322512775,0.5,0.740625,0.7010309278350515
25,0.0,0.014285714285714285,0.4715909090909091,0.1702127659574468,0.020145495243424735,0.2303370786516854,0.08842801322512775,0.5833333333333334,0.73125,0.6804123711340206
26,0.0,0.17142857142857143,0.4772727272727273,0.2127659574468085,0.02294348069390039,0.25842696629213485,0.08842801322512775,0.4444444444444444,0.703125,0.6855670103092784
27,0.0,0.3,0.4772727272727273,0.2765957446808511,0.020705092333519866,0.28651685393258425,0.08842801322512775,0.3611111111111111,0.68125,0.6804123711340206
28,0.0,0.15714285714285714,0.4943181818181818,0.14893617021276595,0.016787912702853944,0.25842696629213485,0.08842801322512775,0.4166666666666667,0.696875,0.6804123711340206
29,0.0,0.2,0.48863636363636365,0.425531914893617,0.020145495243424735,0.2696629213483146,0.08842801322512775,0.5555555555555556,0.728125,0.6804123711340206
30,0.0,0.21428571428571427,0.4943181818181818,0.3191489361702128,0.020145495243424735,0.2752808988764045,0.08981064021641118,0.4722222222222222,0.703125,0.6804123711340206
31,0.0,0.08571428571428572,0.4943181818181818,0.1702127659574468,0.020145495243424735,0.24719101123595505,0.08842801322512775,0.4861111111111111,0.7125,0.6855670103092784
32,0.0,0.014285714285714285,0.4772727272727273,0.23404255319148937,0.01846670397313934,0.11797752808988764,0.08842801322512775,0.6111111111111112,0.86875,0.788659793814433
33,0.0,0.44285714285714284,0.4772727272727273,0.8085106382978723,0.017347509792949075,0.3202247191011236,0.08842801322512775,0.5694444444444444,0.728125,0.6804123711340206
34,0.0,0.2714285714285714,0.4772727272727273,0.1276595744680851,0.019585898153329603,0.17415730337078653,0.0883077847911031,0.2916666666666667,0.790625,0.7835051546391752
35,0.0,0.014285714285714285,0.4715909090909091,0.19148936170212766,0.021264689423614997,0.12359550561797752,0.08842801322512775,0.5833333333333334,0.85625,0.7835051546391752
36,0.0,0.22857142857142856,0.45454545454545453,0.3191489361702128,0.020145495243424735,0.2752808988764045,0.08842801322512775,0.4583333333333333,0.703125,0.6804123711340206
37,0.0,0.18571428571428572,0.4772727272727273,0.2127659574468085,0.020145495243424735,0.25842696629213485,0.08704538623384431,0.4444444444444444,0.70625,0.6855670103092784
38,0.0,0.1,0.4772727272727273,0.3191489361702128,0.01790710688304421,0.24719101123595505,0.08842801322512775,0.5833333333333334,0.7375,0.6855670103092784
39,0.0,0.17142857142857143,0.5056818181818182,0.46808510638297873,0.01790710688304421,0.25842696629213485,0.08842801322512775,0.625,0.74375,0.6855670103092784
40,0.0,0.24285714285714285,0.4772727272727273,0.2127659574468085,0.020705092333519866,0.2808988764044944,0.08957018334836189,0.375,0.678125,0.6804123711340206
41,0.0,0.1,0.4659090909090909,0.2127659574468085,0.020145495243424735,0.24719101123595505,0.08842801322512775,0.5138888888888888,0.71875,0.6855670103092784
42,0.0,0.18571428571428572,0.4772727272727273,0.3191489361702128,0.021264689423614997,0.25842696629213485,0.08752629996994289,0.5138888888888888,0.721875,0.6855670103092784
43,0.0,0.05714285714285714,0.4602272727272727,0.8085106382978723,0.020145495243424735,0.23595505617977527,0.08842801322512775,0.9305555555555556,0.815625,0.6855670103092784
44,0.0,0.08571428571428572,0.4659090909090909,0.23404255319148937,0.020145495243424735,0.24719101123595505,0.08842801322512775,0.5416666666666666,0.725,0.6804123711340206
45,0.0,0.18571428571428572,0.48863636363636365,0.1702127659574468,0.021264689423614997,0.2696629213483146,0.09023143973549745,0.4027777777777778,0.690625,0.6804123711340206
46,0.0,0.12857142857142856,0.4602272727272727,0.10638297872340426,0.020145495243424735,0.25842696629213485,0.08896904117823866,0.4166666666666667,0.690625,0.6804123711340206
47,0.0,0.07142857142857142,0.4772727272727273,0.1276595744680851,0.020145495243424735,0.24719101123595505,0.08914938382927562,0.4861111111111111,0.709375,0.6804123711340206
48,0.0,0.2,0.4772727272727273,0.425531914893617,0.020145495243424735,0.2696629213483146,0.08842801322512775,0.5555555555555556,0.728125,0.6804123711340206
